Updated On,State,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Total Individuals Vaccinated
14-02-2021,Assam,122161,2016,29888,92242,31,9367,112794,Null,Null,Null,Null,Null,122161
15-02-2021,Assam,124764,3660,30822,93911,31,9542,115222,Null,Null,Null,Null,Null,124764
16-02-2021,Assam,127777,5169,31885,95861,31,9691,118086,Null,Null,Null,Null,Null,127777
17-02-2021,Assam,128941,5384,32325,96585,31,9770,119171,Null,Null,Null,Null,Null,128941
18-02-2021,Assam,135328,7622,36452,98845,31,10319,125009,Null,Null,Null,Null,Null,135328
19-02-2021,Assam,146695,9857,43305,103359,31,10988,135707,Null,Null,Null,Null,Null,146695
20-02-2021,Assam,153329,10590,48066,105232,31,11769,141560,Null,Null,Null,Null,Null,153329
21-02-2021,Assam,155028,10593,49585,105412,31,11955,143073,Null,Null,Null,Null,Null,155028
22-02-2021,Assam,165031,13879,57680,107319,32,14129,150902,Null,Null,Null,Null,Null,165031
23-02-2021,Assam,174988,15178,65756,109200,32,16954,158034,Null,Null,Null,Null,Null,174988
24-02-2021,Assam,179344,15901,69264,110047,33,18978,160366,Null,Null,Null,Null,Null,179344
25-02-2021,Assam,189178,21768,76279,112865,34,21808,167370,Null,Null,Null,Null,Null,189178
26-02-2021,Assam,195376,27758,81463,113879,34,24400,170976,Null,Null,Null,Null,Null,195376
27-02-2021,Assam,195376,27758,81463,113879,34,24400,170976,Null,Null,Null,Null,Null,195376
28-02-2021,Assam,195376,27758,81463,113879,34,24400,170976,Null,Null,Null,Null,Null,195376
01-03-2021,Assam,195376,27758,81463,113879,34,24400,170976,Null,Null,Null,Null,Null,195376
02-03-2021,Assam,216152,30506,99058,117056,38,29103,187049,Null,Null,Null,Null,Null,216152
03-03-2021,Assam,236065,32104,115957,120070,38,33559,202506,Null,Null,Null,Null,Null,236065
04-03-2021,Assam,272629,37901,146586,126004,39,40358,232271,Null,Null,Null,Null,Null,272629
05-03-2021,Assam,307984,46489,174951,132992,41,47477,260507,Null,Null,Null,Null,Null,307984
06-03-2021,Assam,343601,52568,203532,140028,41,55858,287743,Null,Null,Null,Null,Null,343601
07-03-2021,Assam,354572,53294,212848,141681,43,59290,295282,Null,Null,Null,Null,Null,354572
08-03-2021,Assam,385170,61359,235189,149935,46,65609,319561,Null,Null,Null,Null,Null,385170
09-03-2021,Assam,354644,68414,256209,166793,56,70612,352414,Null,Null,Null,Null,Null,423058
10-03-2021,Assam,368957,72221,267153,173967,58,73456,367690,Null,Null,Null,Null,Null,441178
11-03-2021,Assam,385001,76070,279038,181972,61,76554,384485,Null,Null,Null,Null,Null,461071
12-03-2021,Assam,399648,80690,289778,190496,64,79344,400962,Null,Null,Null,Null,Null,480338
13-03-2021,Assam,412421,84204,299187,197372,66,81840,414753,Null,Null,Null,Null,Null,496625
14-03-2021,Assam,413455,84267,299976,197680,66,82123,415567,Null,Null,Null,Null,Null,497722
15-03-2021,Assam,429664,88450,311692,206356,66,85367,432715,Null,Null,Null,Null,Null,518114
16-03-2021,Assam,505646,92141,314712,190874,60,92483,505304,Null,106,169986,265168,70424,505646
17-03-2021,Assam,520961,94029,324142,196758,61,94505,520485,Null,107,171718,270237,78938,520961
18-03-2021,Assam,537405,98148,334494,202850,61,96435,539118,Null,107,174612,276736,85987,537405
19-03-2021,Assam,552023,103654,343161,208801,61,98209,557468,Null,107,176803,282082,93066,552023
20-03-2021,Assam,565687,108915,351292,214334,61,100725,573877,Null,107,179043,287348,99223,565687
21-03-2021,Assam,568629,109541,353042,215526,61,101067,577103,Null,107,179432,288415,100709,568629
22-03-2021,Assam,590616,116710,365726,224828,62,104269,603057,Null,107,182150,295929,112461,590616
23-03-2021,Assam,711817,126072,426192,285543,82,113631,724258,Null,110,186885,332826,192024,711817
24-03-2021,Assam,745478,129529,443576,301816,86,116964,758043,Null,110,188951,344382,212060,745478
25-03-2021,Assam,828339,136683,484398,343842,99,124396,840626,Null,118,192489,374783,260981,828339
26-03-2021,Assam,878784,141218,509031,369648,105,131324,888678,Null,125,194790,395242,288661,878784
27-03-2021,Assam,900947,142734,519862,380980,105,135354,908327,Null,125,195907,405286,299663,900947
28-03-2021,Assam,901960,142770,520433,381422,105,135434,909296,Null,125,195978,405754,300137,901960
29-03-2021,Assam,904676,143185,521782,382789,105,135630,912231,Null,126,196209,406725,301651,904676
30-03-2021,Assam,932808,148132,535587,397106,115,141286,939654,Null,131,197798,417721,317197,932808
31-03-2021,Assam,946438,151917,542369,403954,115,144878,953477,Null,133,198720,423174,324451,946438
01-04-2021,Assam,970643,157292,553813,416712,118,148645,979290,Null,133,199758,437710,333080,970643
02-04-2021,Assam,1002220,164782,568626,433473,121,153608,1013394,Null,136,200977,457482,343666,1002220
03-04-2021,Assam,1030573,173403,582316,448135,122,158037,1045939,Null,142,202323,475146,353011,1030573
04-04-2021,Assam,1047611,177676,590703,456786,122,160819,1064468,Null,145,203185,485826,358507,1047611
05-04-2021,Assam,1075940,186284,604492,471325,123,165916,1096308,Null,145,203540,503709,368598,1075940
06-04-2021,Assam,1097741,192369,615074,482540,127,169735,1120375,Null,145,203652,517730,376265,1097741
07-04-2021,Assam,1133750,204730,632976,500643,131,176010,1162470,Null,153,204020,540850,388786,1133750
08-04-2021,Assam,1181704,223370,657559,524011,134,186386,1218688,Null,153,204406,571911,405293,1181704
09-04-2021,Assam,1215483,238777,674781,540564,138,196909,1257351,Null,155,205006,593450,416933,1215483
10-04-2021,Assam,1236130,249957,685641,550345,144,205481,1280606,Null,156,205401,607043,423592,1236130
11-04-2021,Assam,1244425,254268,690131,554148,146,208915,1289778,Null,157,205553,612616,426161,1244425
12-04-2021,Assam,1263243,267508,699911,563184,148,219354,1311397,Null,157,206037,624566,432546,1263243
13-04-2021,Assam,1274714,275234,706415,568151,148,227004,1322944,Null,157,206477,631982,436161,1274714
14-04-2021,Assam,1276940,276936,707641,569151,148,228510,1325366,Null,157,206471,633527,436846,1276940
15-04-2021,Assam,1277864,277584,708199,569517,148,229009,1326439,Null,157,206434,634234,437100,1277864
16-04-2021,Assam,1282985,281469,711115,571722,148,231490,1332964,Null,158,206502,637613,438774,1282985
17-04-2021,Assam,1295462,290719,718336,576975,151,236613,1349568,Null,158,206946,645884,442534,1295462
18-04-2021,Assam,1302992,294473,722692,580148,152,239059,1358406,Null,158,207103,651016,444774,1302992
19-04-2021,Assam,1351522,325191,749428,601937,157,253460,1423253,Null,159,208367,683236,459817,1351522
20-04-2021,Assam,1415214,355158,784453,630597,164,270492,1499880,Null,160,210157,725590,479364,1415214
21-04-2021,Assam,1454891,369921,805653,649068,170,285438,1539374,Null,161,211390,751889,491504,1454891
22-04-2021,Assam,1508583,389547,834647,673755,181,309712,1588418,Null,161,213859,787545,507070,1508583
23-04-2021,Assam,1556972,403837,860686,696098,188,342507,1618302,Null,162,216166,820046,520649,1556972
24-04-2021,Assam,1592952,412871,879818,712939,195,372430,1633393,Null,163,217866,844442,530532,1592952
25-04-2021,Assam,1605126,415395,886426,718504,196,380857,1639664,Null,165,218357,852842,533814,1605126
26-04-2021,Assam,1664201,440526,916908,747089,204,409759,1694968,Null,165,220861,892288,550938,1664201
27-04-2021,Assam,1728642,463683,951032,777398,212,431886,1760439,Null,165,311372,848162,568990,1728642
28-04-2021,Assam,1766829,475824,971425,795183,221,445376,1797277,Null,165,313984,873301,579426,1766829
29-04-2021,Assam,1846567,502700,1012782,833557,228,465853,1883414,Null,165,317694,926990,601782,1846567
30-04-2021,Assam,1946800,533934,1063022,883544,234,486029,1994705,Null,165,321825,994255,630619,1946800
01-05-2021,Assam,2020530,553535,1100539,919744,247,500559,2073506,Null,165,324536,1044947,650946,2020530
02-05-2021,Assam,2033174,556725,1106977,925945,252,502560,2087339,Null,165,324089,1054509,654478,2033174
03-05-2021,Assam,2096948,578898,1138713,957974,261,514792,2161054,Null,166,327220,1097568,672062,2096948
04-05-2021,Assam,2152500,598704,1167151,985071,278,525870,2225334,Null,167,330487,1134780,687124,2152500
05-05-2021,Assam,2176851,608987,1179823,996748,280,531637,2254201,Null,167,332408,1150784,693550,2176851
06-05-2021,Assam,2211808,623644,1197939,1013583,286,539842,2295610,Null,167,335556,1173208,702929,2211808
07-05-2021,Assam,2277554,642014,1235029,1042229,296,577829,2341739,Null,168,371836,1194178,711425,2277554
08-05-2021,Assam,2346318,656539,1273627,1072381,310,619997,2382860,Null,168,412280,1214611,719312,2346318
09-05-2021,Assam,2366422,660607,1284673,1081433,316,630457,2396572,Null,168,422759,1221794,721754,2366422
10-05-2021,Assam,2434046,686470,1320195,1113520,331,660279,2460237,Null,171,451557,1249983,732373,2434046
11-05-2021,Assam,2487465,709685,1348498,1138630,337,672253,2524897,Null,172,470263,1275069,741984,2487465
12-05-2021,Assam,2518410,714921,1364821,1153243,346,675598,2557733,Null,175,481388,1290075,746788,2518410
13-05-2021,Assam,2556294,724129,1385265,1170680,349,685431,2594992,Null,175,499384,1304594,752154,2556294
14-05-2021,Assam,2578539,727453,1397331,1180855,353,689106,2616886,Null,175,512416,1311456,754500,2578539
15-05-2021,Assam,2631676,730877,1426380,1204930,366,694297,2668256,Null,175,550351,1322968,758184,2631676
16-05-2021,Assam,2670104,731392,1447496,1222237,371,696501,2704995,Null,175,583311,1327195,759416,2670104
17-05-2021,Assam,2730754,741237,1480451,1249923,380,709527,2762464,Null,177,627221,1339727,763614,2730754
18-05-2021,Assam,2782676,749254,1508999,1273279,398,721986,2809944,Null,178,665172,1350216,767079,2782676
19-05-2021,Assam,2815640,753832,1527526,1287708,406,729209,2840263,Null,178,691380,1355316,768721,2815640
20-05-2021,Assam,2859912,760438,1552250,1307240,422,739764,2880586,Null,178,725986,1362663,771021,2859912
21-05-2021,Assam,2898355,767321,1573436,1324491,428,750232,2915444,0,178,752848,1371454,773801,2898355
22-05-2021,Assam,2938533,777523,1595372,1342724,437,763461,2952595,0,179,773557,1386471,778249,2938533
23-05-2021,Assam,2972648,780985,1613825,1358379,444,768150,2985483,0,179,794280,1396994,781111,2972648
24-05-2021,Assam,3034071,796213,1646305,1387308,458,786938,3043346,0,179,819675,1424493,789630,3034071
25-05-2021,Assam,3091355,808560,1677164,1413721,470,801763,3098152,0,179,846299,1448006,796769,3091355
26-05-2021,Assam,3121529,813714,1693713,1427338,478,807676,3127567,0,179,862808,1458710,799719,3121529
27-05-2021,Assam,3162794,819198,1716278,1446025,491,813922,3168070,0,180,881794,1476044,804650,3162794
28-05-2021,Assam,3203859,823407,1738212,1465139,508,818118,3209148,0,180,900287,1493686,809573,3203859
29-05-2021,Assam,3246700,827179,1761694,1484490,516,822627,3251252,0,181,923016,1509447,813914,3246700
30-05-2021,Assam,3265432,828761,1772329,1492586,517,824324,3269869,0,181,932507,1516734,815868,3265432
31-05-2021,Assam,3304493,833160,1793541,1510430,522,829235,3308418,0,181,948306,1534706,821156,3304493
01-06-2021,Assam,3337376,837444,1811596,1525252,528,833370,3341450,0,181,959270,1551817,825961,3337376
02-06-2021,Assam,3359700,840300,1823697,1535471,532,836301,3363699,0,181,968153,1562439,828779,3359700
03-06-2021,Assam,3392421,842950,1841617,1550267,537,838735,3396636,0,181,981865,1577067,833160,3392421
04-06-2021,Assam,3429205,845276,1861437,1567215,553,840957,3433524,0,182,998273,1593052,837523,3429205
05-06-2021,Assam,3467449,847772,1881821,1585066,562,843193,3472028,0,182,1015786,1609094,842207,3467449
06-06-2021,Assam,3489368,850360,1893431,1595370,567,845915,3493813,0,182,1028149,1616495,844359,3489368
07-06-2021,Assam,3534232,855465,1916641,1617015,576,850547,3539150,0,182,1050641,1633838,849382,3534232
08-06-2021,Assam,3590740,860620,1946092,1644062,586,854926,3596434,0,183,1079993,1654547,855822,3590740
09-06-2021,Assam,3623460,868106,1963174,1659697,589,862352,3629214,0,183,1097705,1666000,859371,3623460
10-06-2021,Assam,3695526,890228,2002615,1692300,611,885083,3700671,0,183,1153217,1678565,863347,3695526
11-06-2021,Assam,3769894,904617,2043389,1725883,622,899934,3774577,0,184,1214430,1688545,866506,3769894
12-06-2021,Assam,3841521,917328,2082052,1758834,635,912611,3846238,0,194,1273547,1698142,869415,3841521
13-06-2021,Assam,3883727,928222,2104652,1778433,642,923873,3888076,0,194,1306428,1705312,871565,3883727
14-06-2021,Assam,3937220,954320,2132754,1803819,647,949940,3941600,0,196,1335895,1723648,877250,3937220
15-06-2021,Assam,3984232,967631,2157377,1826201,654,961623,3990240,0,196,1358508,1742323,882972,3984232
16-06-2021,Assam,4018537,980180,2174956,1842924,657,973077,4025640,0,196,1373830,1757121,887148,4018537
17-06-2021,Assam,4089782,1002525,2212025,1877087,670,990759,4101548,0,196,1415638,1779674,894022,4089782
18-06-2021,Assam,4179861,1030753,2259424,1919758,679,1016553,4194061,0,196,1486572,1794509,898321,4179861
19-06-2021,Assam,4269193,1055407,2305795,1962702,696,1038543,4286057,0,196,1558681,1807872,902166,4269193
20-06-2021,Assam,4294662,1065723,2319607,1974357,698,1048723,4311662,0,196,1579068,1811814,903299,4294662
21-06-2021,Assam,4635279,1085948,2497545,2136966,768,1062023,4659204,0,196,1852091,1864181,918457,4635279
22-06-2021,Assam,4885776,1103302,2626287,2258679,810,1075238,4913840,0,197,2046406,1906943,931869,4885776
23-06-2021,Assam,5233285,1121341,2801276,2431148,861,1086179,5268447,0,197,2312518,1969101,951096,5233285
24-06-2021,Assam,5387805,1136046,2879711,2507213,881,1097552,5426299,0,197,2428830,1998228,960167,5387805
25-06-2021,Assam,5535855,1152566,3625323,3062095,1003,1108737,5579684,0,197,Null,Null,Null,Null
26-06-2021,Assam,5658679,1182726,3706922,3133460,1023,1131869,5709536,0,197,Null,Null,Null,Null
27-06-2021,Assam,5668536,1186261,3714199,3139573,1025,1134829,5719968,0,197,Null,Null,Null,Null
28-06-2021,Assam,5765156,1211459,3778102,3197473,1040,1153140,5823475,0,197,Null,Null,Null,Null
29-06-2021,Assam,5785111,1223547,3794922,3212692,1044,1162686,5845972,0,197,Null,Null,Null,Null
30-06-2021,Assam,5792056,1230866,3802937,3218939,1046,1168764,5854108,50,197,Null,Null,Null,Null
01-07-2021,Assam,5957147,1249636,3900674,3305045,1064,1172463,6034198,122,197,Null,Null,Null,Null
02-07-2021,Assam,6169491,1275820,4024202,3420013,1096,1175598,6269550,163,197,Null,Null,Null,Null
03-07-2021,Assam,6302541,1294580,4103763,3492246,1112,1178417,6418490,214,201,Null,Null,Null,Null
04-07-2021,Assam,6329978,1299528,4121112,3507276,1118,1178711,6450581,214,217,Null,Null,Null,Null
05-07-2021,Assam,6380179,1309978,4152720,3536315,1122,1181983,6507914,260,220,Null,Null,Null,Null
06-07-2021,Assam,6396900,1315714,4164352,3547137,1125,1184422,6527898,294,221,Null,Null,Null,Null
07-07-2021,Assam,6402476,1318029,4168384,3550993,1128,1185897,6534269,339,230,Null,Null,Null,Null
08-07-2021,Assam,6409336,1320965,4173410,3555759,1132,1187985,6541925,391,230,Null,Null,Null,Null
09-07-2021,Assam,6462249,1328646,4205431,3584329,1135,1189268,6601172,455,231,Null,Null,Null,Null
10-07-2021,Assam,6565772,1345104,4268507,3641215,1154,1192130,6718230,516,233,Null,Null,Null,Null
11-07-2021,Assam,6663892,1352037,4322845,3691917,1167,1227665,6787748,516,233,Null,Null,Null,Null
12-07-2021,Assam,6895245,1369043,4452680,3810391,1217,1383153,6880569,566,233,Null,Null,Null,Null
13-07-2021,Assam,6961897,1384189,4496557,3848305,1224,1410449,6935044,593,247,Null,Null,Null,Null
14-07-2021,Assam,7042260,1432232,4563714,3909541,1237,1427558,7046297,637,247,Null,Null,Null,Null
15-07-2021,Assam,7073403,1470208,4599773,3942593,1245,1433621,7109314,676,247,Null,Null,Null,Null
16-07-2021,Assam,7145077,1497952,4652669,3989101,1259,1452526,7189772,731,249,Null,Null,Null,Null
17-07-2021,Assam,7237044,1526673,4716587,4045845,1285,1462859,7300052,806,249,Null,Null,Null,Null
18-07-2021,Assam,7250332,1532178,4726733,4054487,1290,1464801,7316903,806,250,Null,Null,Null,Null
19-07-2021,Assam,7382171,1557149,4808997,4129004,1319,1471900,7466548,872,250,Null,Null,Null,Null
20-07-2021,Assam,7497592,1587162,4884899,4198517,1338,1475237,7608595,922,250,Null,Null,Null,Null
21-07-2021,Assam,7532329,1595890,4907682,4219193,1344,1475563,7651677,979,252,Null,Null,Null,Null
22-07-2021,Assam,7696780,1641150,5016846,4319711,1373,1479948,7856954,1028,252,Null,Null,Null,Null
23-07-2021,Assam,7850458,1683307,5120413,4411947,1405,1483859,8048823,1083,252,Null,Null,Null,Null
24-07-2021,Assam,7957718,1711583,5191556,4476328,1417,1488025,8180159,1117,254,Null,Null,Null,Null
25-07-2021,Assam,8008339,1724989,5225118,4506782,1428,1492571,8239640,1117,255,Null,Null,Null,Null
26-07-2021,Assam,8201982,1781843,5355963,4626387,1475,1509077,8473589,1159,256,Null,Null,Null,Null
27-07-2021,Assam,8393598,1840658,5486565,4746173,1518,1518828,8714191,1237,256,Null,Null,Null,Null
28-07-2021,Assam,8476245,1865465,5543037,4797139,1534,1528874,8811540,1296,256,Null,Null,Null,Null
29-07-2021,Assam,8560333,1888573,5598793,4848558,1555,1536766,8910792,1348,256,Null,Null,Null,Null
30-07-2021,Assam,8622219,1911000,5643049,4888592,1578,1540944,8990892,1383,258,Null,Null,Null,Null
31-07-2021,Assam,8708999,1929248,5697879,4938783,1585,1544067,9092754,1426,260,Null,Null,Null,Null
01-08-2021,Assam,8877144,1948996,5793591,5030941,1608,1548292,9276422,1426,260,Null,Null,Null,Null
02-08-2021,Assam,9141787,1987452,5947486,5180109,1644,1557058,9570706,1475,261,Null,Null,Null,Null
03-08-2021,Assam,9405394,2023860,6100380,5327185,1689,1563796,9863970,1488,262,Null,Null,Null,Null
04-08-2021,Assam,9535651,2045746,6178871,5400812,1714,1568047,10011825,1525,262,Null,Null,Null,Null
05-08-2021,Assam,9765007,2081543,6312640,5532160,1750,1577613,10267387,1550,263,Null,Null,Null,Null
06-08-2021,Assam,9976148,2111678,6432941,5653101,1784,1586508,10499736,1582,263,Null,Null,Null,Null
07-08-2021,Assam,10189217,2150197,6559238,5778359,1817,1593221,10744549,1644,264,Null,Null,Null,Null
08-08-2021,Assam,10260435,2161575,6600528,5819656,1826,1596082,10824284,1644,265,Null,Null,Null,Null
09-08-2021,Assam,10495293,2208577,6739027,5962985,1858,1612196,11089982,1692,265,Null,Null,Null,Null
16-01-2021,Bihar,2967,0,926,2041,0,30,2937,Null,Null,Null,Null,Null,2967
17-01-2021,Bihar,3700,0,1155,2545,0,33,3667,Null,Null,Null,Null,Null,3700
18-01-2021,Bihar,7883,0,2155,5728,0,40,7843,Null,Null,Null,Null,Null,7883
19-01-2021,Bihar,15546,0,3967,11579,0,107,15439,Null,Null,Null,Null,Null,15546
20-01-2021,Bihar,16183,0,4058,12125,0,114,16069,Null,Null,Null,Null,Null,16183
21-01-2021,Bihar,25254,0,5957,19297,0,283,24971,Null,Null,Null,Null,Null,25254
22-01-2021,Bihar,25773,0,6173,19600,0,314,25459,Null,Null,Null,Null,Null,25773
23-01-2021,Bihar,38409,0,10054,28355,0,683,37726,Null,Null,Null,Null,Null,38409
24-01-2021,Bihar,38787,0,10188,28599,0,739,38048,Null,Null,Null,Null,Null,38787
25-01-2021,Bihar,51676,0,13933,37743,0,1152,50524,Null,Null,Null,Null,Null,51676
26-01-2021,Bihar,51808,0,13964,37844,0,1161,50647,Null,Null,Null,Null,Null,51808
27-01-2021,Bihar,53222,0,14661,38561,0,1503,51719,Null,Null,Null,Null,Null,53222
28-01-2021,Bihar,70412,0,19113,51298,1,1906,68506,Null,Null,Null,Null,Null,70412
29-01-2021,Bihar,73181,0,20281,52899,1,2355,70826,Null,Null,Null,Null,Null,73181
30-01-2021,Bihar,105751,0,27998,77734,19,2781,102970,Null,Null,Null,Null,Null,105751
31-01-2021,Bihar,108889,0,29135,79735,19,2844,106045,Null,Null,Null,Null,Null,108889
01-02-2021,Bihar,144845,0,39417,105337,91,3467,141378,Null,Null,Null,Null,Null,144845
02-02-2021,Bihar,181290,0,48391,132752,147,4692,176598,Null,Null,Null,Null,Null,181290
03-02-2021,Bihar,219359,0,56555,162577,227,5757,213602,Null,Null,Null,Null,Null,219359
04-02-2021,Bihar,263973,0,65324,198416,233,6639,257334,Null,Null,Null,Null,Null,263973
05-02-2021,Bihar,308439,0,75944,232234,261,7501,300938,Null,Null,Null,Null,Null,308439
06-02-2021,Bihar,330327,0,85030,245029,268,8499,321828,Null,Null,Null,Null,Null,330327
07-02-2021,Bihar,335765,0,88219,247277,269,8513,327252,Null,Null,Null,Null,Null,335765
08-02-2021,Bihar,353743,0,99142,254327,274,9239,344504,Null,Null,Null,Null,Null,353743
09-02-2021,Bihar,373801,0,112731,260776,294,10386,363415,Null,Null,Null,Null,Null,373801
10-02-2021,Bihar,388881,0,124615,263972,294,10755,378126,Null,Null,Null,Null,Null,388881
11-02-2021,Bihar,409263,0,140674,268294,295,12936,396327,Null,Null,Null,Null,Null,409263
12-02-2021,Bihar,430554,0,158306,271953,295,16314,414240,Null,Null,Null,Null,Null,430554
13-02-2021,Bihar,451706,55,173265,278141,300,19232,432474,Null,Null,Null,Null,Null,451706
14-02-2021,Bihar,452936,55,174260,278376,300,19330,433606,Null,Null,Null,Null,Null,452936
15-02-2021,Bihar,470549,13264,182836,287413,300,20887,449662,Null,Null,Null,Null,Null,470549
16-02-2021,Bihar,472215,13518,184173,287742,300,21262,450953,Null,Null,Null,Null,Null,472215
17-02-2021,Bihar,481352,15155,190652,290400,300,22634,458718,Null,Null,Null,Null,Null,481352
18-02-2021,Bihar,497328,32563,198999,298029,300,24070,473258,Null,Null,Null,Null,Null,497328
19-02-2021,Bihar,512327,34676,208684,303343,300,25385,486942,Null,Null,Null,Null,Null,512327
20-02-2021,Bihar,519360,38402,214498,304562,300,26109,493251,Null,Null,Null,Null,Null,519360
21-02-2021,Bihar,519787,38522,214823,304664,300,26109,493678,Null,Null,Null,Null,Null,519787
22-02-2021,Bihar,523685,55863,218106,305279,300,27294,496391,Null,Null,Null,Null,Null,523685
23-02-2021,Bihar,530477,58405,223886,306291,300,28143,502334,Null,Null,Null,Null,Null,530477
24-02-2021,Bihar,538212,59595,230634,307278,300,29095,509117,Null,Null,Null,Null,Null,538212
25-02-2021,Bihar,546161,75072,237584,308275,302,29997,516164,Null,Null,Null,Null,Null,546161
26-02-2021,Bihar,559321,78228,249136,309882,303,31175,528146,Null,Null,Null,Null,Null,559321
27-02-2021,Bihar,559321,78228,249136,309882,303,31175,528146,Null,Null,Null,Null,Null,559321
28-02-2021,Bihar,559321,78228,249136,309882,303,31175,528146,Null,Null,Null,Null,Null,559321
01-03-2021,Bihar,559321,78228,249136,309882,303,31175,528146,Null,Null,Null,Null,Null,559321
02-03-2021,Bihar,568137,90040,255970,311865,302,31362,536775,Null,Null,Null,Null,Null,568137
03-03-2021,Bihar,581124,108468,265503,315332,289,31913,549211,Null,Null,Null,Null,Null,581124
04-03-2021,Bihar,598233,135437,276138,321845,250,32277,565956,Null,Null,Null,Null,Null,598233
05-03-2021,Bihar,618296,159647,288627,329430,239,33396,584900,Null,Null,Null,Null,Null,618296
06-03-2021,Bihar,643684,184968,303892,339560,232,35203,608481,Null,Null,Null,Null,Null,643684
07-03-2021,Bihar,644690,185805,304455,340003,232,35231,609459,Null,Null,Null,Null,Null,644690
08-03-2021,Bihar,784521,212334,343356,440926,239,36110,748411,Null,Null,Null,Null,Null,784521
09-03-2021,Bihar,650004,232782,384781,497756,249,40035,842719,Null,Null,Null,Null,Null,882786
10-03-2021,Bihar,695938,249778,419211,526255,250,42921,902763,Null,Null,Null,Null,Null,945716
11-03-2021,Bihar,700136,251102,422229,528759,250,43624,907582,Null,Null,Null,Null,Null,951238
12-03-2021,Bihar,798011,270767,489985,578538,255,46629,1022117,Null,Null,Null,Null,Null,1068778
13-03-2021,Bihar,864349,290766,539629,615227,259,50455,1104628,Null,Null,Null,Null,Null,1155115
14-03-2021,Bihar,867980,291724,542061,617384,259,50753,1108919,Null,Null,Null,Null,Null,1159704
15-03-2021,Bihar,928808,309873,586237,652181,263,52746,1185903,Null,Null,Null,Null,Null,1238681
16-03-2021,Bihar,1197777,324029,566198,631396,183,65440,1456366,Null,123,336619,402578,457893,1197777
17-03-2021,Bihar,1299718,333753,624902,674639,177,72439,1561032,Null,125,339861,421360,537801,1299718
18-03-2021,Bihar,1364201,345260,659869,704150,182,74135,1635326,Null,128,343727,435055,584707,1364201
19-03-2021,Bihar,1427007,354908,693990,732832,185,77749,1704166,Null,132,347282,448601,630405,1427007
20-03-2021,Bihar,1502913,365449,734590,768144,179,81766,1786596,Null,141,351126,465236,685818,1502913
21-03-2021,Bihar,1526471,366873,746582,779709,180,82392,1810952,Null,141,352088,469883,703764,1526471
22-03-2021,Bihar,1588734,372217,779567,808985,182,83030,1877921,Null,142,354396,481201,752393,1588734
23-03-2021,Bihar,1708266,381881,841340,866742,184,87057,2003090,Null,143,358917,503564,845017,1708266
24-03-2021,Bihar,1810293,388815,894173,915930,190,91237,2107871,Null,144,362540,522394,924583,1810293
25-03-2021,Bihar,1931442,395181,954918,976327,197,92898,2233725,Null,145,365874,545559,1019223,1931442
26-03-2021,Bihar,2039444,400819,1009347,1029889,208,95536,2344727,Null,145,368723,566393,1103528,2039444
27-03-2021,Bihar,2150425,405222,1065255,1084956,214,97860,2457787,Null,154,371142,588886,1189577,2150425
28-03-2021,Bihar,2179032,405521,1079393,1099424,215,98243,2486310,Null,154,371545,595414,1211245,2179032
29-03-2021,Bihar,2181647,405546,1080620,1100812,215,98253,2488940,Null,154,371559,596063,1213196,2181647
30-03-2021,Bihar,2225891,407059,1103249,1122425,217,99511,2533439,Null,156,372310,606035,1246710,2225891
31-03-2021,Bihar,2326918,412692,1155192,1171501,225,103764,2635846,Null,158,374331,629323,1322413,2326918
01-04-2021,Bihar,2433633,418180,1209360,1224039,234,109343,2742470,Null,159,376501,676552,1379721,2433633
02-04-2021,Bihar,2638486,426368,1311120,1327112,254,123987,2940867,Null,159,380026,776394,1481196,2638486
03-04-2021,Bihar,2763236,432578,1374291,1388678,267,137266,3058548,Null,159,382249,840257,1539850,2763236
04-04-2021,Bihar,2908130,438709,1447277,1460574,279,164103,3182736,Null,159,384237,917123,1605883,2908130
05-04-2021,Bihar,3031775,446835,1509853,1521629,293,182884,3295726,Null,160,384579,980809,1665492,3031775
06-04-2021,Bihar,3217315,458828,1601821,1615186,308,207945,3468198,Null,163,385142,1075533,1755738,3217315
07-04-2021,Bihar,3500712,481257,1743992,1756381,339,222226,3759743,Null,163,385885,1223179,1890738,3500712
08-04-2021,Bihar,3663711,502092,1826420,1836932,359,226278,3939525,Null,165,386365,1311312,1965119,3663711
09-04-2021,Bihar,3721775,511862,1857449,1863961,365,228683,4004954,Null,166,386719,1343043,1991099,3721775
10-04-2021,Bihar,3953983,537244,1974484,1979089,410,230671,4260556,Null,167,387622,1468809,2096637,3953983
11-04-2021,Bihar,4188252,556503,2091666,2096134,452,232742,4512013,Null,169,388394,1593789,2205146,4188252
12-04-2021,Bihar,4372599,579846,2185595,2186521,483,234507,4717938,Null,169,389565,1690053,2292054,4372599
13-04-2021,Bihar,4456899,592446,2229729,2226680,490,245029,4804316,Null,171,390325,1734938,2330711,4456899
14-04-2021,Bihar,4608655,616991,2310036,2298095,524,255369,4970277,Null,171,391571,1817501,2398651,4608655
